PeakID (cmd=annotatePeaks.pl tss mm10 -list 2020-04-06_Neutrophil_Expressed_Genes_from_STAR.txt -size -500,150 -CpG)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%
NM_011729	chr1	44147244	44147894	+	0	NA	promoter-TSS (NM_011729)	promoter-TSS (NM_011729)	0	NM_011729	22592	Mm.2213	NM_011729	ENSMUSG00000026048	Ercc5	Xpg	excision repair cross-complementing rodent repair deficiency, complementation group 5	protein-coding	0.053846	0.500768
NM_175682	chr17	24473384	24474034	+	0	NA	promoter-TSS (NM_175682)	promoter-TSS (NM_175682)	0	NM_175682	319259	Mm.258355	NM_175682	ENSMUSG00000045744	Bricd5	9930021D14Rik	BRICHOS domain containing 5	protein-coding	0.010769	0.513057
NM_026844	chr8	116921286	116921936	-	0	NA	promoter-TSS (NM_026844)	promoter-TSS (NM_026844)	0	NM_026844	66531	Mm.4011	NM_026844	ENSMUSG00000014633	Cmc2	1110046L09Rik|2310061C15Rik|DC13	COX assembly mitochondrial protein 2	protein-coding	0.080000	0.637481
NM_011494	chr1	75210329	75210979	+	0	NA	promoter-TSS (NM_001277992)	promoter-TSS (NM_001277992)	0	NM_011494	20872	Mm.1155	NM_011494	ENSMUSG00000026201	Stk16	EDPK|Krct|MPSK|PKL12|TSF-1	serine/threonine kinase 16	protein-coding	0.047692	0.588326
NM_026171	chr1	181144054	181144704	-	0	NA	promoter-TSS (NM_026171)	promoter-TSS (NM_026171)	0	NM_026171	67459	Mm.263464	NM_026171	ENSMUSG00000026516	Nvl	1200009I24Rik	nuclear VCP-like	protein-coding	0.061538	0.551459
NM_144551	chr12	15816635	15817285	-	0	NA	promoter-TSS (NM_144551)	promoter-TSS (NM_144551)	0	NM_144551	217410	Mm.491136	NM_144551	ENSMUSG00000020601	Trib2	AW319517|TRB-2|TRB2	tribbles pseudokinase 2	protein-coding	0.095385	0.642089
NM_001033451	chr2	91649641	91650291	-	0	NA	promoter-TSS (NM_001145902)	promoter-TSS (NM_001145902)	0	NM_001033451	381410	Mm.330401	NM_001033451	ENSMUSG00000075040	Zfp408	Gm1011	zinc finger protein 408	protein-coding	0.058462	0.559140
NM_001024604	chr14	31830265	31830915	-	0	NA	promoter-TSS (NM_001024604)	promoter-TSS (NM_001024604)	0	NM_001024604	105522	Mm.37660	NM_001024604	ENSMUSG00000014496	Ankrd28	AI465466|AI604979|E430019N21Rik|mKIAA0379	ankyrin repeat domain 28	protein-coding	0.146154	0.760369
NM_009833	chr15	98567586	98568236	-	0	NA	promoter-TSS (NM_009833)	promoter-TSS (NM_009833)	0	NM_009833	12455	Mm.29941	NM_009833	ENSMUSG00000011960	Ccnt1	2810478G24Rik|AI115585|CycT1	cyclin T1	protein-coding	0.100000	0.606759
NM_009183	chr1	95667444	95668094	-	0	NA	promoter-TSS (NM_001159745)	promoter-TSS (NM_001159745)	0	NM_009183	20452	Mm.306228	NM_009183	ENSMUSG00000040710	St8sia4	PST|PST-1|SIAT8-D|ST8SiaIV|Siat8d	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	protein-coding	0.066154	0.565284
NM_017382	chr9	64737606	64738256	-	0	NA	promoter-TSS (NM_017382)	promoter-TSS (NM_017382)	0	NM_017382	53869	Mm.1387	NM_017382	ENSMUSG00000004771	Rab11a	-	RAB11A, member RAS oncogene family	protein-coding	0.055385	0.540707
NM_175193	chr3	75956799	75957449	-	0	NA	promoter-TSS (NM_001291069)	promoter-TSS (NM_001291069)	0	NM_175193	73124	Mm.249232	NM_175193	ENSMUSG00000034109	Golim4	3110027H23Rik|GIMPC|GPP130|Golph4|P138	golgi integral membrane protein 4	protein-coding	0.049231	0.606759
NM_007853	chr1	182282651	182283301	-	0	NA	promoter-TSS (NM_001360783)	promoter-TSS (NM_001360783)	0	NM_007853	13244	Mm.29648	NM_007853	ENSMUSG00000038633	Degs1	AA536663|Degs|Des1|Mdes	delta(4)-desaturase, sphingolipid 1	protein-coding	0.060000	0.559140
NM_018799	chr4	129600498	129601148	-	0	NA	promoter-TSS (NM_018799)	promoter-TSS (NM_018799)	0	NM_018799	54709	Mm.250874	NM_018799	ENSMUSG00000028798	Eif3i	36kDa|D4Ertd632e|Eif3s2|Trip1	eukaryotic translation initiation factor 3, subunit I	protein-coding	0.073846	0.668203
NM_021493	chr11	97449660	97450310	+	0	NA	promoter-TSS (NM_021493)	promoter-TSS (NM_021493)	0	NM_021493	58996	Mm.394118	NM_021493	ENSMUSG00000049807	Arhgap23	A330041B18Rik	Rho GTPase activating protein 23	protein-coding	0.023077	0.620584
NR_038023	chr10	120857129	120857779	+	0	NA	promoter-TSS (NR_038023)	promoter-TSS (NR_038023)	0	NR_038023	100504616	Mm.451174	NR_038023	ENSMUSG00000087480	Gm15910	-	predicted gene 15910	ncRNA	0.026154	0.431644
NM_029857	chr4	138972405	138973055	+	0	NA	promoter-TSS (NM_029857)	promoter-TSS (NM_029857)	0	NM_029857	77056	Mm.122336	NM_029857	ENSMUSG00000041143	Tmco4	4632413C14Rik|AI430825	transmembrane and coiled-coil domains 4	protein-coding	0.030769	0.536098
NM_025536	chr15	76899441	76900091	+	0	NA	promoter-TSS (NM_025536)	promoter-TSS (NM_025536)	0	NM_025536	66398	Mm.291716	NM_025536	ENSMUSG00000055041	Commd5	2310065H03Rik|AI854466|D15Ertd81e|Hcarg	COMM domain containing 5	protein-coding	0.041538	0.516129
NM_025530	chr19	43752523	43753173	+	0	NA	promoter-TSS (NM_001113562)	promoter-TSS (NM_001113562)	0	NM_025530	66388	Mm.20257	NM_025530	ENSMUSG00000025193	Cutc	2310039I18Rik|AI326282|CGI-32	cutC copper transporter	protein-coding	0.084615	0.583717
NM_024231	chr19	6084825	6085475	-	0	NA	promoter-TSS (NM_026410)	promoter-TSS (NM_026410)	0	NM_024231	81909	Mm.289471	NM_024231	ENSMUSG00000024792	Zfpl1	-	zinc finger like protein 1	protein-coding	0.084615	0.579109
NM_133648	chr2	112284188	112284838	+	0	NA	promoter-TSS (NM_133648)	promoter-TSS (NM_133648)	0	NM_133648	107723	Mm.491155	NM_133648	ENSMUSG00000027130	Slc12a6	9530023I19Rik|KCC3|gaxp	solute carrier family 12, member 6	protein-coding	0.026154	0.509985
NM_011409	chr11	83190830	83191480	+	0	NA	promoter-TSS (NM_011409)	promoter-TSS (NM_011409)	0	NM_011409	20557	Mm.290922	NM_011409	ENSMUSG00000018986	Slfn3	-	schlafen 3	protein-coding	0.010769	0.516129
NM_026236	chr9	119894395	119895045	+	0	NA	promoter-TSS (NM_026236)	promoter-TSS (NM_026236)	0	NM_026236	67561	Mm.104789	NM_026236	ENSMUSG00000032512	Wdr48	8430408H12Rik|Uaf1|mKIAA1449	WD repeat domain 48	protein-coding	0.063077	0.579109
NM_178801	chr18	12121387	12122037	-	0	NA	promoter-TSS (NR_110356)	promoter-TSS (NR_110356)	0	NM_178801	338363	Mm.271567	NM_178801	ENSMUSG00000049411	Tmem241	6030446N20Rik	transmembrane protein 241	protein-coding	0.038462	0.519201
NM_001042407	chr4	155066530	155067180	+	0	NA	promoter-TSS (NM_001042407)	promoter-TSS (NM_001042407)	0	NM_001042407	668173	Mm.133114	NM_001042407	ENSMUSG00000029047	Pex10	AV128229|Gm142	peroxisomal biogenesis factor 10	protein-coding	0.067692	0.622120
NM_194333	chr1	75133740	75134390	-	0	NA	promoter-TSS (NM_194333)	promoter-TSS (NM_194333)	0	NM_194333	22626	Mm.68157	NM_194333	ENSMUSG00000026205	Slc23a3	SVCT3|Yspl1	solute carrier family 23 (nucleobase transporters), member 3	protein-coding	0.018462	0.503840
NM_010757	chr5	139791036	139791686	+	0	NA	promoter-TSS (NM_010757)	promoter-TSS (NM_010757)	0	NM_010757	17135	Mm.157313	NM_010757	ENSMUSG00000018143	Mafk	AW061068|NF-E2|Nfe2u	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)	protein-coding	0.084615	0.637481
NM_012029	chr9	22085277	22085927	-	0	NA	promoter-TSS (NM_012029)	promoter-TSS (NM_012029)	0	NM_012029	26940	Mm.425568	NM_012029	ENSMUSG00000066839	Ecsit	Sitpec	ECSIT signalling integrator	protein-coding	0.056923	0.577573
NM_008433	chr7	24369763	24370413	+	0	NA	promoter-TSS (NM_001163510)	promoter-TSS (NM_001163510)	0	NM_008433	16534	Mm.9911	NM_008433	ENSMUSG00000054342	Kcnn4	IK1|IKCA1|KCA4|KCa3.1|SK4|SKCas|mIKCa1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	protein-coding	0.024615	0.596006
NM_010208	chr4	132973595	132974245	+	0	NA	promoter-TSS (NM_010208)	promoter-TSS (NM_010208)	0	NM_010208	14191	Mm.271665	NM_010208	ENSMUSG00000028874	Fgr	Ali18|Mhdaali18	FGR proto-oncogene, Src family tyrosine kinase	protein-coding	0.026154	0.572965
NM_009734	chr11	120086677	120087327	-	0	NA	promoter-TSS (NM_009734)	promoter-TSS (NM_009734)	0	NM_009734	12009	Mm.2556	NM_009734	ENSMUSG00000039781	Cep131	AZ1|Azi|Azi1	centrosomal protein 131	protein-coding	0.081538	0.625192
NM_023305	chr4	41348496	41349146	+	0	NA	promoter-TSS (NM_001355509)	promoter-TSS (NM_001355509)	0	NM_023305	67123	Mm.289795	NM_023305	ENSMUSG00000028437	Ubap1	2700092A01Rik|NAG20|UBAP-1|Ubap	ubiquitin-associated protein 1	protein-coding	0.040000	0.490015
NM_177643	chr1	136624401	136625051	+	0	NA	promoter-TSS (NM_177643)	promoter-TSS (NM_177643)	0	NM_177643	226442	Mm.62521	NM_177643	ENSMUSG00000041483	Zfp281	Znf281	zinc finger protein 281	protein-coding	0.069231	0.580645
NM_001005858	chr19	34607457	34608107	+	0	NA	promoter-TSS (NM_001005858)	promoter-TSS (NM_001005858)	0	NM_001005858	667370	Mm.271850	NM_001005858	ENSMUSG00000062488	Ifit3b	I830012O16Rik	interferon-induced protein with tetratricopeptide repeats 3B	protein-coding	0.004615	0.463902
NR_105955	chr19	6345980	6346630	+	0	NA	promoter-TSS (NR_105955)	promoter-TSS (NR_105955)	0	NR_105955	102465598		NR_105955	ENSMUSG00000099230	Mir6989	Gm27885|mmu-mir-6989	microRNA 6989	ncRNA	0.018462	0.594470
NM_029354	chr16	15863219	15863869	-	0	NA	promoter-TSS (NM_029354)	promoter-TSS (NM_029354)	0	NM_029354	72083	Mm.22351	NM_029354	ENSMUSG00000022671	Mzt2	2410018G20Rik|2610001E06Rik|Fam128|Fam128b	mitotic spindle organizing protein 2	protein-coding	0.040000	0.476190
NM_033563	chr1	64121239	64121889	-	0	NA	promoter-TSS (NM_033563)	promoter-TSS (NM_033563)	0	NM_033563	93691	Mm.29466	NM_033563	ENSMUSG00000025959	Klf7	9830124P08Rik	Kruppel-like factor 7 (ubiquitous)	protein-coding	0.060000	0.599078
NM_016774	chr10	128082807	128083457	+	0	NA	promoter-TSS (NM_016774)	promoter-TSS (NM_016774)	0	NM_016774	11947	Mm.238973	NM_016774	ENSMUSG00000025393	Atp5b	Atp5f1b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	protein-coding	0.063077	0.562212
NM_019973	chr16	91647324	91647974	+	0	NA	promoter-TSS (NM_019973)	promoter-TSS (NM_019973)	0	NM_019973	20658	Mm.46401	NM_019973	ENSMUSG00000022961	Son	2900011L12Rik|AA409051|AU067731|C81487|mKIAA1019|nrebp	Son DNA binding protein	protein-coding	0.086154	0.585253
NR_106177	chr11	46101770	46102420	+	0	NA	promoter-TSS (NR_106177)	promoter-TSS (NR_106177)	0	NR_106177	102465996		NR_106177	ENSMUSG00000098942	Mir8100	Gm27638|mmu-mir-8100	microRNA 8100	ncRNA	0.009231	0.514593
NM_133231	chr3	54807641	54808291	-	0	NA	promoter-TSS (NM_133231)	promoter-TSS (NM_133231)	0	NM_133231	170767	Mm.185735	NM_133231	ENSMUSG00000036615	Rfxap	5730495K23Rik	regulatory factor X-associated protein	protein-coding	0.090769	0.651306
NM_182990	chr2	85036620	85037270	+	0	NA	promoter-TSS (NM_182990)	promoter-TSS (NM_182990)	0	NM_182990	20833	Mm.219793	NM_182990	ENSMUSG00000027067	Ssrp1	C81323|Hmg1-rs1|Hmgi-rs3|Hmgox|T160	structure specific recognition protein 1	protein-coding	0.049231	0.520737
NM_172256	chr17	84625975	84626625	+	0	NA	promoter-TSS (NM_172256)	promoter-TSS (NM_172256)	0	NM_172256	213575	Mm.246119	NM_172256	ENSMUSG00000024253	Dync2li1	4933404O11Rik|CGI-60|D2lic|LIC3|mD2LIC	dynein cytoplasmic 2 light intermediate chain 1	protein-coding	0.026154	0.513057
NM_019868	chrX	134600679	134601329	+	0	NA	promoter-TSS (NM_013463)	promoter-TSS (NM_013463)	0	NM_019868	56258	Mm.315909	NM_019868	ENSMUSG00000045427	Hnrnph2	DXHXS1271E|Ftp-3|Ftp3|H'|HNRNP|Hnrph2	heterogeneous nuclear ribonucleoprotein H2	protein-coding	0.047692	0.500768
NM_153790	chr16	17796782	17797432	+	0	NA	promoter-TSS (NM_153790)	promoter-TSS (NM_153790)	0	NM_153790	224024	Mm.194950	NM_153790	ENSMUSG00000012017	Scarf2	NSR1|SREC-II|SRECRP-1|Scatf1|Srec2|SrecII	scavenger receptor class F, member 2	protein-coding	0.084615	0.680492
NM_012042	chr6	47453819	47454469	+	0	NA	promoter-TSS (NM_001355550)	promoter-TSS (NM_001355550)	0	NM_012042	26965	Mm.87611	NM_012042	ENSMUSG00000029686	Cul1	Cul-1	cullin 1	protein-coding	0.136923	0.755760
NR_030487	chr6	120034161	120034811	-	0	NA	promoter-TSS (NR_030487)	promoter-TSS (NR_030487)	0	NR_030487	735290		NR_030487	ENSMUSG00000076217	Mir706	Mirn706|mir-706|mmu-mir-706	microRNA 706	ncRNA	0.010769	0.393241
NM_021897	chr4	11155941	11156591	+	0	NA	promoter-TSS (NM_001199105)	promoter-TSS (NM_001199105)	0	NM_021897	60599	Mm.393018	NM_021897	ENSMUSG00000028211	Trp53inp1	2700057G22Rik|SIP|SIP18|SIP27|Stinp|Teap|p53DINP1	transformation related protein 53 inducible nuclear protein 1	protein-coding	0.084615	0.671275
NM_028142	chr4	116053661	116054311	-	0	NA	promoter-TSS (NM_001369075)	promoter-TSS (NM_001369075)	0	NM_028142	72181	Mm.282560	NM_028142	ENSMUSG00000028706	Nsun4	2310010O12Rik|2810405F18Rik|AI507900|Shtap	NOL1/NOP2/Sun domain family, member 4	protein-coding	0.050769	0.517665
NM_026484	chr18	9450004	9450654	-	0	NA	promoter-TSS (NM_026484)	promoter-TSS (NM_026484)	0	NM_026484	67974	Mm.86523	NM_026484	ENSMUSG00000024286	Ccny	1700025H17Rik|3110050L10Rik|4631402G10Rik|5730405I09Rik	cyclin Y	protein-coding	0.090769	0.617512
NM_028755	chr9	112187779	112188429	-	0	NA	promoter-TSS (NM_028755)	promoter-TSS (NM_028755)	0	NM_028755	74100	Mm.297444	NM_028755	ENSMUSG00000032503	Arpp21	0710001E13Rik|AI853636|ARPP-21|D9Bwg1012e|R3hdm3|Tarpp	cyclic AMP-regulated phosphoprotein, 21	protein-coding	0.024615	0.448541
NM_027728	chr2	21205215	21205865	-	0	NA	promoter-TSS (NM_177588)	promoter-TSS (NM_177588)	0	NM_027728	71233	Mm.27658	NM_027728	ENSMUSG00000026679	Enkur	4933434I06Rik|AU016229	enkurin, TRPC channel interacting protein	protein-coding	0.055385	0.508449
NM_001201367	chr4	131921271	131921921	+	0	NA	promoter-TSS (NM_001201367)	promoter-TSS (NM_001201367)	0	NM_001201367	623230	Mm.421179	NM_001201367	ENSMUSG00000070720	Tmem200b	EG623230	transmembrane protein 200B	protein-coding	0.152308	0.789555
NM_021489	chr13	55426654	55427304	-	0	NA	promoter-TSS (NM_021489)	promoter-TSS (NM_021489)	0	NM_021489	58992	Mm.42224	NM_021489	ENSMUSG00000021492	F12	FXII|HAF	coagulation factor XII (Hageman factor)	protein-coding	0.018462	0.528418
NM_023727	chr1	191976870	191977520	+	0	NA	promoter-TSS (NM_001177900)	promoter-TSS (NM_001177900)	0	NM_023727	74023	Mm.274393	NM_023727	ENSMUSG00000049353	Rd3	3322402L07Rik|rd-3|rd3	retinal degeneration 3	protein-coding	0.007692	0.523810
NM_025573	chr5	115326677	115327327	+	0	NA	promoter-TSS (NM_025573)	promoter-TSS (NM_025573)	0	NM_025573	108014	Mm.287826	NM_025573	ENSMUSG00000029538	Srsf9	25kDa|2610029M16Rik|SRp30c|Sfrs9	serine/arginine-rich splicing factor 9	protein-coding	0.096923	0.652842
NM_008958	chr4	117095556	117096206	+	0	NA	promoter-TSS (NM_008958)	promoter-TSS (NM_008958)	0	NM_008958	19207	Mm.287037	NM_008958	ENSMUSG00000028681	Ptch2	ptc2	patched 2	protein-coding	0.050769	0.623656
NM_007944	chr8	72421324	72421974	-	0	NA	promoter-TSS (NM_007944)	promoter-TSS (NM_007944)	0	NM_007944	13859	Mm.288894	NM_007944	ENSMUSG00000006276	Eps15l1	9830147J04Rik|AI593686|Eps15-rs|Eps15R	epidermal growth factor receptor pathway substrate 15-like 1	protein-coding	0.078462	0.637481
NM_011186	chr14	54617845	54618495	-	0	NA	promoter-TSS (NM_011186)	promoter-TSS (NM_011186)	0	NM_011186	19173	Mm.8911	NM_011186	ENSMUSG00000022193	Psmb5	-	proteasome (prosome, macropain) subunit, beta type 5	protein-coding	0.050769	0.511521
NM_153791	chr17	23771441	23772091	-	0	NA	promoter-TSS (NM_153791)	promoter-TSS (NM_153791)	0	NM_153791	224613	Mm.328835	NM_153791	ENSMUSG00000040097	Flywch1	E030034P13Rik|mKIAA1552	FLYWCH-type zinc finger 1	protein-coding	0.063077	0.549923
NM_001033496	chr17	23564076	23564726	-	0	NA	promoter-TSS (NM_001033496)	promoter-TSS (NM_001033496)	0	NM_001033496	449521	Mm.268582	NM_001033496	ENSMUSG00000071256	Zfp213	BC038178|D17Ertd197e	zinc finger protein 213	protein-coding	0.063077	0.563748
NM_016890	chr4	41723013	41723663	-	0	NA	promoter-TSS (NM_001159565)	promoter-TSS (NM_001159565)	0	NM_016890	53598	Mm.29025	NM_016890	ENSMUSG00000028447	Dctn3	p24	dynactin 3	protein-coding	0.043077	0.509985
NM_001080969	chr11	45955353	45956003	-	0	NA	promoter-TSS (NM_001290737)	promoter-TSS (NM_001290737)	0	NM_001080969	66628	Mm.269083	NM_001080969	ENSMUSG00000011254	Thg1l	-	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	protein-coding	0.024615	0.427035
NM_001081970	chr15	77755123	77755773	-	0	NA	promoter-TSS (NM_001357896)	promoter-TSS (NM_001357896)	0	NM_001081970	239552	Mm.125650	NM_001081970	ENSMUSG00000056656	Apol8	9830006J20Rik|APOL-II|Apol2	apolipoprotein L 8	protein-coding	0.004615	0.585253
NM_011032	chr11	120573103	120573753	-	0	NA	promoter-TSS (NM_011032)	promoter-TSS (NM_011032)	0	NM_011032	18453	Mm.16660	NM_011032	ENSMUSG00000025130	P4hb	ERp59|PDI|Pdia1|Thbp	prolyl 4-hydroxylase, beta polypeptide	protein-coding	0.100000	0.628264
NM_144818	chr2	127133804	127134454	-	0	NA	promoter-TSS (NM_144818)	promoter-TSS (NM_144818)	0	NM_144818	215387	Mm.29786	NM_144818	ENSMUSG00000034906	Ncaph	A730011O11Rik|Brrn1|CAP-H|HCAP-H|mCAP-H	non-SMC condensin I complex, subunit H	protein-coding	0.063077	0.546851
NM_001013741	chr15	98807775	98808425	-	0	NA	promoter-TSS (NM_001013741)	promoter-TSS (NM_001013741)	0	NM_001013741	13199	Mm.390810	NM_001013741	ENSMUSG00000059213	Ddn	Gm748	dendrin	protein-coding	0.058462	0.643625
NM_028950	chr2	15049162	15049812	-	0	NA	promoter-TSS (NM_001165942)	promoter-TSS (NM_001165942)	0	NM_028950	74455	Mm.478923	NM_028950	ENSMUSG00000026707	Nsun6	4933403D21Rik|4933414E04Rik|NOPD1	NOL1/NOP2/Sun domain family member 6	protein-coding	0.027692	0.471582
NM_173185	chr9	65908510	65909160	+	0	NA	promoter-TSS (NM_019797)	promoter-TSS (NM_019797)	0	NM_173185	214897	Mm.325816	NM_173185	ENSMUSG00000032384	Csnk1g1	9130020E21Rik	casein kinase 1, gamma 1	protein-coding	0.044615	0.583717
NM_016712	chr3	95124014	95124664	+	0	NA	promoter-TSS (NM_016712)	promoter-TSS (NM_016712)	0	NM_016712	50874	Mm.71935	NM_016712	ENSMUSG00000005628	Tmod4	MTMOD|Sk-Tmod	tropomodulin 4	protein-coding	0.012308	0.514593
NM_153781	chr2	150786296	150786946	+	0	NA	promoter-TSS (NM_153781)	promoter-TSS (NM_153781)	0	NM_153781	110078	Mm.222584	NM_153781	ENSMUSG00000033059	Pygb	-	brain glycogen phosphorylase	protein-coding	0.060000	0.592934
NM_007964	chr5	107874957	107875607	-	0	NA	promoter-TSS (NM_007964)	promoter-TSS (NM_007964)	0	NM_007964	14020	Mm.35796	NM_007964	ENSMUSG00000011831	Evi5	NB4S	ecotropic viral integration site 5	protein-coding	0.003077	0.466974
NM_080848	chr2	27514647	27515297	+	0	NA	promoter-TSS (NM_080848)	promoter-TSS (NM_080848)	0	NM_080848	140858	Mm.28265	NM_080848	ENSMUSG00000026917	Wdr5	2410008O07Rik|AA408785|AA960360|Big|Big-3	WD repeat domain 5	protein-coding	0.075385	0.614439
NR_045995	chr6	13871069	13871719	+	0	NA	promoter-TSS (NR_045995)	promoter-TSS (NR_045995)	0	NR_045995	76311	Mm.367129	NR_045995	ENSMUSG00000097616	1110019D14Rik	-	RIKEN cDNA 1110019D14 gene	ncRNA	0.032308	0.459293
NM_001160366	chr5	135974326	135974976	-	0	NA	promoter-TSS (NM_001160366)	promoter-TSS (NM_001160366)	0	NM_001160366	109267	Mm.332750	NM_001160366	ENSMUSG00000029699	Ssc4d	C330016E03Rik|S4D-SRCRB|SRCRB-S4D|Srcrb4d	scavenger receptor cysteine rich family, 4 domains	protein-coding	0.021538	0.585253
NR_045821	chr5	138263545	138264195	+	0	NA	promoter-TSS (NR_045821)	promoter-TSS (NR_045821)	0	NR_045821	69004	Mm.439868	NR_045821	ENSMUSG00000085227	6330418K02Rik	-	RIKEN cDNA 6330418K02 gene	ncRNA	0.090769	0.678955
NM_001024616	chr2	25608331	25608981	-	0	NA	promoter-TSS (NM_001024616)	promoter-TSS (NM_001024616)	0	NM_001024616	227624	Mm.29600	NM_001024616	ENSMUSG00000015087	Rabl6	B230208H17Rik|Rbel1|Rbel1a|Rbel1b|parf	RAB, member RAS oncogene family-like 6	protein-coding	0.064615	0.588326
NM_029626	chr14	31000933	31001583	+	0	NA	promoter-TSS (NM_001165930)	promoter-TSS (NM_001165930)	0	NM_029626	76485	Mm.8766	NM_029626	ENSMUSG00000021916	Glt8d1	2410004H05Rik|5430414N14Rik|AI450005	glycosyltransferase 8 domain containing 1	protein-coding	0.072308	0.591398
NM_029840	chr4	21767061	21767711	-	0	NA	promoter-TSS (NM_029840)	promoter-TSS (NM_029840)	0	NM_029840	77032	Mm.87238	NM_029840	ENSMUSG00000028251	Tstd3	2610029I01Rik	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	protein-coding	0.013846	0.459293
NM_173182	chr3	27710302	27710952	-	0	NA	promoter-TSS (NM_173182)	promoter-TSS (NM_173182)	0	NM_173182	72007	Mm.38832	NM_173182	ENSMUSG00000039286	Fndc3b	1600019O04Rik|AW550168|Fad104|mKIAA4164	fibronectin type III domain containing 3B	protein-coding	0.118462	0.769585
NR_030721	chr4	114908757	114909407	+	0	NA	promoter-TSS (NM_008593)	promoter-TSS (NM_008593)	0	NR_030721	100040736	Mm.231287	NR_030721	ENSMUSG00000085399	Foxd2os	9130206I24Rik	forkhead box D2, opposite strand	ncRNA	0.084615	0.691244
NM_008822	chr10	19907524	19908174	-	0	NA	promoter-TSS (NM_001161825)	promoter-TSS (NM_001161825)	0	NM_008822	18634	Mm.338363	NM_008822	ENSMUSG00000020003	Pex7	MmPEX7	peroxisomal biogenesis factor 7	protein-coding	0.056923	0.460829
NM_009601	chr11	69795787	69796437	-	0	NA	promoter-TSS (NM_009601)	promoter-TSS (NM_009601)	0	NM_009601	11443	Mm.86425	NM_009601	ENSMUSG00000041189	Chrnb1	Achr-2|Acrb	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	protein-coding	0.035385	0.540707
NM_172372	chrX	7721720	7722370	+	0	NA	promoter-TSS (NM_001290794)	promoter-TSS (NM_001290794)	0	NM_172372	54636	Mm.305725	NM_172372	ENSMUSG00000039382	Wdr45	C79260|DXImx38e|JM5|Sfc19|WIPI-4|Wdrx1	WD repeat domain 45	protein-coding	0.038462	0.542243
NM_145999	chr17	25844375	25845025	-	0	NA	promoter-TSS (NM_001364950)	promoter-TSS (NM_001364950)	0	NM_145999	214952	Mm.40907	NM_145999	ENSMUSG00000025733	Rhot2	Arht2|Miro2	ras homolog family member T2	protein-coding	0.038462	0.548387
NM_022994	chr3	88950132	88950782	-	0	NA	promoter-TSS (NM_001164533)	promoter-TSS (NM_001164533)	0	NM_022994	65111	Mm.29028	NM_022994	ENSMUSG00000068921	Dap3	4921514D13Rik|DAP-3|MRP-S29|S29mt	death associated protein 3	protein-coding	0.138462	0.761905
NM_001081132	chr2	5950969	5951619	+	0	NA	promoter-TSS (NM_001081132)	promoter-TSS (NM_001081132)	0	NM_001081132	326622	Mm.31102	NM_001081132	ENSMUSG00000043241	Upf2	-	UPF2 regulator of nonsense transcripts homolog (yeast)	protein-coding	0.072308	0.615975
NM_008214	chr18	36783055	36783705	-	0	NA	promoter-TSS (NM_008214)	promoter-TSS (NM_008214)	0	NM_008214	15115	Mm.10528	NM_008214	ENSMUSG00000001380	Hars	MMHRS	histidyl-tRNA synthetase	protein-coding	0.055385	0.574501
NM_153076	chr5	24757698	24758348	-	0	NA	promoter-TSS (NM_153076)	promoter-TSS (NM_153076)	0	NM_153076	214301	Mm.63484	NM_153076	ENSMUSG00000038135	Crygn	-	crystallin, gamma N	protein-coding	0.036923	0.565284
NM_011202	chr5	121191247	121191897	-	0	NA	promoter-TSS (NM_011202)	promoter-TSS (NM_011202)	0	NM_011202	19247	Mm.8681	NM_011202	ENSMUSG00000043733	Ptpn11	2700084A17Rik|AW536184|PTP1D|PTP2C|SAP-2|SH-PTP2|SH-PTP3|SHP-2|Shp2|Syp	protein tyrosine phosphatase, non-receptor type 11	protein-coding	0.098462	0.635945
